transaction_id,customer_id,product_id,quantity,discount_percent,tax_rate,order_timestamp,payment_method,store_id,employee_id,order_status
TXN-105081,11836,20580,10,0.25,0.08,2024-05-15 08:51:01,Bank Transfer,104,3298,Pending
TXN-105082,12838,20038,7,0.21,0.08,2025-11-16 08:51:01,Credit Card,129,3177,Cancelled
TXN-105083,10369,20010,5,0.27,0.08,2024-08-25 08:51:01,PayPal,130,3426,Shipped
TXN-105084,10586,20331,13,0.16,0.08,2025-02-11 08:51:01,Bank Transfer,117,3266,Completed
TXN-105085,10123,20387,14,0.05,0.08,2024-12-04 08:51:01,Credit Card,124,3177,Cancelled
TXN-105086,12521,20198,11,0.26,0.08,2024-04-04 08:51:01,Bank Transfer,147,3214,Pending
TXN-105087,10284,20186,1,0.1,0.08,2025-11-27 08:51:01,PayPal,108,3257,Completed
TXN-105088,12986,20495,9,0.13,0.08,2025-05-18 08:51:01,PayPal,149,3247,Completed
TXN-105089,10465,20430,10,0.11,0.08,2025-10-30 08:51:01,Credit Card,147,3077,Shipped
TXN-105090,10790,20389,3,0.15,0.08,2026-02-17 08:51:01,PayPal,123,3393,Shipped
TXN-105091,12759,20573,2,0.06,0.08,2024-11-22 08:51:01,Bank Transfer,137,3169,Cancelled
TXN-105092,12824,20140,15,0.06,0.08,2025-05-23 08:51:01,Credit Card,123,3332,Completed
TXN-105093,10666,20019,5,0.11,0.08,2024-08-18 08:51:01,PayPal,114,3362,Pending
TXN-105094,12470,20372,3,0.09,0.08,2026-01-30 08:51:01,PayPal,102,3029,Pending
TXN-105095,11294,20089,12,0.24,0.08,2026-02-26 08:51:01,Bank Transfer,125,3329,Cancelled
TXN-105096,11668,20012,6,0.17,0.08,2026-02-03 08:51:01,Bank Transfer,120,3291,Shipped
TXN-105097,12626,20267,4,0.17,0.08,2024-05-21 08:51:01,Bank Transfer,105,3172,Shipped
TXN-105098,10667,20158,6,0.25,0.08,2026-01-22 08:51:01,Credit Card,107,3054,Cancelled
TXN-105099,12223,20399,7,0.29,0.08,2026-02-04 08:51:01,Credit Card,134,3311,Shipped
TXN-105100,12149,20095,5,0.18,0.08,2024-07-08 08:51:01,PayPal,122,3454,Cancelled
TXN-105101,12691,20096,14,0.21,0.08,2024-09-01 08:51:01,Credit Card,148,3478,Pending
TXN-105102,11057,20565,12,0.06,0.08,2025-02-20 08:51:01,Credit Card,147,3399,Completed
TXN-105103,11294,20247,9,0.07,0.08,2025-02-27 08:51:01,PayPal,148,3327,Pending
TXN-105104,11166,20201,5,0.14,0.08,2025-06-05 08:51:01,Credit Card,103,3119,Pending
TXN-105105,12633,20145,7,0.28,0.08,2024-11-29 08:51:01,Bank Transfer,147,3397,Pending
TXN-105106,11397,20405,7,0.22,0.08,2026-01-13 08:51:01,Credit Card,149,3168,Pending
TXN-105107,11634,20575,11,0.02,0.08,2025-01-26 08:51:01,Credit Card,138,3196,Pending
TXN-105108,12751,20058,6,0.13,0.08,2024-10-31 08:51:01,PayPal,126,3014,Completed
TXN-105109,11929,20557,3,0.2,0.08,2024-06-21 08:51:01,PayPal,106,3443,Pending
TXN-105110,12573,20482,4,0.01,0.08,2025-05-25 08:51:01,Bank Transfer,146,3014,Shipped
TXN-105111,11869,20509,12,0.21,0.08,2025-11-03 08:51:01,PayPal,112,3006,Completed
TXN-105112,12406,20437,10,0.24,0.08,2024-07-30 08:51:01,PayPal,125,3430,Pending
TXN-105113,10624,20108,8,0.09,0.08,2025-03-05 08:51:01,Bank Transfer,125,3160,Pending
TXN-105114,10800,20566,7,0.17,0.08,2025-05-14 08:51:01,Credit Card,144,3285,Completed
TXN-105115,12735,20401,15,0.16,0.08,2025-12-02 08:51:01,PayPal,123,3238,Pending
TXN-105116,11422,20465,4,0.17,0.08,2026-01-12 08:51:01,PayPal,140,3217,Cancelled
TXN-105117,12367,20480,11,0.04,0.08,2025-12-28 08:51:01,PayPal,127,3042,Shipped
TXN-105118,12657,20021,3,0.3,0.08,2024-06-16 08:51:01,Credit Card,110,3400,Cancelled
TXN-105119,11649,20220,10,0.27,0.08,2025-02-10 08:51:01,Bank Transfer,140,3397,Pending
TXN-105120,12466,20511,4,0.29,0.08,2024-08-06 08:51:01,PayPal,125,3267,Cancelled
TXN-105121,12784,20392,6,0.17,0.08,2025-01-26 08:51:01,PayPal,131,3055,Completed
TXN-105122,12761,20493,6,0.29,0.08,2025-06-21 08:51:01,Credit Card,137,3221,Completed
TXN-105123,12595,20588,15,0.19,0.08,2024-12-24 08:51:01,Bank Transfer,122,3058,Completed
TXN-105124,11988,20323,7,0.29,0.08,2025-06-04 08:51:01,PayPal,103,3211,Completed
TXN-105125,10624,20120,1,0.18,0.08,2025-02-21 08:51:01,Credit Card,127,3314,Cancelled
TXN-105126,12542,20429,15,0.14,0.08,2024-12-10 08:51:01,Bank Transfer,144,3427,Shipped
TXN-105127,10879,20179,13,0.24,0.08,2025-02-25 08:51:01,Credit Card,131,3102,Completed
TXN-105128,12312,20422,13,0.15,0.08,2025-05-13 08:51:01,Credit Card,126,3297,Completed
TXN-105129,10517,20047,1,0.13,0.08,2024-08-28 08:51:01,Bank Transfer,139,3229,Shipped
TXN-105130,11728,20469,2,0.3,0.08,2025-01-12 08:51:01,Bank Transfer,105,3326,Pending
TXN-105131,12966,20479,13,0.29,0.08,2026-01-05 08:51:01,Credit Card,139,3423,Shipped
TXN-105132,12766,20261,11,0.11,0.08,2025-12-30 08:51:01,PayPal,117,3197,Completed
TXN-105133,11996,20110,6,0.01,0.08,2025-01-03 08:51:01,Bank Transfer,144,3347,Cancelled
TXN-105134,11422,20169,9,0.1,0.08,2025-08-27 08:51:01,Credit Card,102,3133,Pending
TXN-105135,11533,20480,12,0.2,0.08,2025-02-04 08:51:01,Bank Transfer,121,3316,Shipped
TXN-105136,10614,20155,14,0.04,0.08,2026-01-26 08:51:01,Credit Card,149,3197,Pending
TXN-105137,12953,20489,11,0.14,0.08,2024-06-01 08:51:01,Credit Card,119,3139,Shipped
TXN-105138,12615,20057,2,0.15,0.08,2026-03-18 08:51:01,Credit Card,118,3484,Shipped
TXN-105139,10005,20387,12,0.28,0.08,2024-11-27 08:51:01,Credit Card,104,3473,Cancelled
TXN-105140,10112,20287,14,0.22,0.08,2025-01-17 08:51:01,Bank Transfer,130,3328,Completed
TXN-105141,12711,20571,2,0.24,0.08,2024-07-03 08:51:01,PayPal,109,3063,Completed
TXN-105142,11776,20495,2,0.04,0.08,2026-02-07 08:51:01,PayPal,124,3356,Pending
TXN-105143,12078,20231,15,0.12,0.08,2025-03-12 08:51:01,Bank Transfer,138,3276,Completed
TXN-105144,12762,20098,7,0.2,0.08,2025-03-19 08:51:01,Bank Transfer,143,3052,Shipped
TXN-105145,11728,20417,12,0.05,0.08,2025-10-15 08:51:01,Credit Card,134,3192,Completed
TXN-105146,12805,20028,3,0.03,0.08,2026-02-27 08:51:01,Bank Transfer,144,3186,Completed
TXN-105147,12338,20390,14,0.07,0.08,2024-08-10 08:51:01,PayPal,131,3281,Shipped
TXN-105148,11206,20542,9,0.02,0.08,2025-06-21 08:51:01,PayPal,100,3387,Shipped
TXN-105149,11065,20454,5,0.0,0.08,2024-11-26 08:51:01,Bank Transfer,144,3438,Pending
TXN-105150,10850,20318,5,0.09,0.08,2025-11-25 08:51:01,Bank Transfer,129,3421,Pending
TXN-105151,11542,20439,14,0.12,0.08,2024-07-14 08:51:01,PayPal,111,3044,Shipped
TXN-105152,10697,20241,10,0.28,0.08,2024-06-23 08:51:01,PayPal,100,3058,Cancelled
TXN-105153,11575,20084,1,0.23,0.08,2025-11-03 08:51:01,Credit Card,125,3173,Completed
TXN-105154,12278,20470,3,0.11,0.08,2024-11-18 08:51:01,Bank Transfer,102,3446,Pending
TXN-105155,12698,20077,12,0.03,0.08,2025-08-03 08:51:01,Bank Transfer,134,3109,Completed
TXN-105156,12468,20018,5,0.1,0.08,2024-10-14 08:51:01,Credit Card,125,3340,Cancelled
TXN-105157,10764,20084,10,0.28,0.08,2026-03-10 08:51:01,PayPal,108,3399,Completed
TXN-105158,10358,20574,6,0.18,0.08,2025-03-27 08:51:01,Credit Card,130,3116,Completed
TXN-105159,10320,20563,8,0.26,0.08,2025-03-26 08:51:01,PayPal,131,3472,Shipped
TXN-105160,10760,20281,2,0.05,0.08,2025-02-15 08:51:01,PayPal,146,3012,Shipped
TXN-105161,12114,20319,2,0.02,0.08,2024-04-27 08:51:01,Bank Transfer,122,3412,Shipped
TXN-105162,10653,20185,5,0.18,0.08,2024-04-12 08:51:01,PayPal,116,3405,Pending
TXN-105163,10112,20409,7,0.28,0.08,2025-12-23 08:51:01,PayPal,136,3322,Shipped
TXN-105164,12840,20131,3,0.02,0.08,2024-07-23 08:51:01,PayPal,124,3358,Pending
TXN-105165,12213,20395,2,0.17,0.08,2024-08-23 08:51:01,Credit Card,122,3411,Pending
TXN-105166,12820,20121,5,0.07,0.08,2026-01-03 08:51:01,Credit Card,145,3247,Shipped
TXN-105167,11144,20358,7,0.22,0.08,2025-04-02 08:51:01,Credit Card,132,3089,Completed
TXN-105168,12159,20039,9,0.12,0.08,2024-12-13 08:51:01,Bank Transfer,100,3269,Cancelled
TXN-105169,10454,20204,6,0.07,0.08,2024-10-06 08:51:01,Bank Transfer,119,3226,Shipped
TXN-105170,10612,20271,3,0.27,0.08,2024-04-12 08:51:01,PayPal,129,3030,Shipped
TXN-105171,11764,20372,10,0.23,0.08,2024-08-03 08:51:01,Credit Card,120,3244,Completed
TXN-105172,12017,20191,13,0.27,0.08,2024-05-20 08:51:01,Bank Transfer,136,3080,Completed
TXN-105173,12866,20268,12,0.13,0.08,2024-08-08 08:51:01,Bank Transfer,139,3275,Completed
TXN-105174,10284,20448,3,0.27,0.08,2024-05-24 08:51:01,Credit Card,130,3026,Shipped
TXN-105175,12876,20441,12,0.02,0.08,2024-11-05 08:51:01,Credit Card,124,3466,Cancelled
TXN-105176,10740,20509,1,0.05,0.08,2025-05-25 08:51:01,Credit Card,102,3402,Shipped
TXN-105177,11711,20165,2,0.0,0.08,2025-08-21 08:51:01,Credit Card,135,3105,Shipped
TXN-105178,10076,20592,2,0.09,0.08,2025-08-01 08:51:01,Bank Transfer,107,3428,Shipped
TXN-105179,12195,20261,14,0.02,0.08,2025-04-17 08:51:01,Credit Card,105,3346,Completed
TXN-105180,12895,20528,10,0.05,0.08,2026-01-25 08:51:01,PayPal,114,3040,Shipped
TXN-105181,12408,20473,3,0.17,0.08,2024-10-05 08:51:01,PayPal,111,3270,Cancelled
TXN-105182,11889,20074,4,0.27,0.08,2026-02-07 08:51:01,PayPal,109,3436,Shipped
TXN-105183,12078,20480,11,0.12,0.08,2026-02-25 08:51:01,Bank Transfer,137,3003,Completed
TXN-105184,11983,20469,10,0.13,0.08,2025-10-10 08:51:01,Bank Transfer,129,3448,Cancelled
TXN-105185,10141,20473,9,0.23,0.08,2025-10-19 08:51:01,PayPal,115,3431,Completed
TXN-105186,10770,20536,6,0.26,0.08,2026-01-10 08:51:01,Credit Card,107,3441,Cancelled
TXN-105187,12568,20267,5,0.16,0.08,2024-05-30 08:51:01,PayPal,144,3062,Pending
TXN-105188,11035,20287,3,0.2,0.08,2025-08-22 08:51:01,PayPal,116,3021,Shipped
TXN-105189,11527,20569,11,0.15,0.08,2025-03-14 08:51:01,PayPal,104,3004,Shipped
TXN-105190,12594,20105,8,0.03,0.08,2026-03-19 08:51:01,Bank Transfer,142,3231,Pending
TXN-105191,12193,20332,4,0.02,0.08,2024-07-12 08:51:01,Bank Transfer,147,3304,Cancelled
TXN-105192,11177,20406,12,0.0,0.08,2024-12-16 08:51:01,Bank Transfer,108,3422,Pending
TXN-105193,11027,20511,14,0.15,0.08,2024-10-26 08:51:01,PayPal,115,3484,Completed
TXN-105194,11842,20445,9,0.07,0.08,2025-09-07 08:51:01,Credit Card,117,3241,Completed
TXN-105195,12934,20114,1,0.25,0.08,2024-05-10 08:51:01,Credit Card,127,3077,Completed
TXN-105196,12488,20532,10,0.26,0.08,2024-11-14 08:51:01,PayPal,149,3145,Cancelled
TXN-105197,12378,20206,2,0.13,0.08,2024-04-10 08:51:01,Credit Card,144,3176,Completed
TXN-105198,11590,20294,10,0.03,0.08,2024-06-29 08:51:01,Credit Card,131,3024,Pending
TXN-105199,11139,20349,2,0.18,0.08,2025-02-28 08:51:01,PayPal,136,3446,Shipped
TXN-105200,10977,20025,7,0.21,0.08,2025-01-09 08:51:01,Credit Card,139,3007,Completed
TXN-105201,11961,20278,13,0.16,0.08,2025-05-24 08:51:01,Credit Card,120,3082,Pending
TXN-105202,11675,20475,2,0.18,0.08,2026-01-16 08:51:01,PayPal,145,3467,Pending
TXN-105203,11997,20203,12,0.17,0.08,2024-09-25 08:51:01,PayPal,122,3098,Pending
TXN-105204,12185,20577,9,0.06,0.08,2025-06-14 08:51:01,Credit Card,121,3341,Pending
TXN-105205,10464,20241,4,0.07,0.08,2025-01-26 08:51:01,Bank Transfer,138,3190,Pending
TXN-105206,10804,20136,4,0.06,0.08,2025-01-19 08:51:01,Bank Transfer,114,3179,Pending
TXN-105207,10505,20428,10,0.15,0.08,2024-10-08 08:51:01,Credit Card,142,3475,Cancelled
TXN-105208,11939,20493,13,0.05,0.08,2026-01-25 08:51:01,PayPal,114,3473,Cancelled
TXN-105209,10494,20514,9,0.16,0.08,2025-06-14 08:51:01,Credit Card,129,3433,Completed
TXN-105210,11539,20435,6,0.12,0.08,2025-03-22 08:51:01,PayPal,146,3111,Shipped
TXN-105211,12133,20267,1,0.26,0.08,2025-06-21 08:51:01,PayPal,127,3478,Cancelled
TXN-105212,11227,20379,12,0.08,0.08,2025-05-11 08:51:01,Credit Card,126,3201,Pending
TXN-105213,10612,20348,4,0.05,0.08,2025-09-08 08:51:01,PayPal,137,3118,Completed
TXN-105214,12563,20566,1,0.02,0.08,2024-05-26 08:51:01,Bank Transfer,134,3250,Shipped
TXN-105215,10464,20194,10,0.16,0.08,2025-09-08 08:51:01,Bank Transfer,101,3471,Shipped
TXN-105216,10146,20029,13,0.11,0.08,2025-01-06 08:51:01,Bank Transfer,141,3174,Cancelled
TXN-105217,10673,20207,9,0.13,0.08,2025-11-14 08:51:01,PayPal,146,3024,Completed
TXN-105218,12232,20439,2,0.17,0.08,2025-07-14 08:51:01,Bank Transfer,148,3488,Cancelled
TXN-105219,12773,20277,1,0.21,0.08,2024-07-22 08:51:01,PayPal,134,3016,Pending
TXN-105220,10308,20524,14,0.09,0.08,2025-05-21 08:51:01,Bank Transfer,131,3465,Cancelled
TXN-105221,10988,20362,1,0.07,0.08,2025-11-17 08:51:01,Bank Transfer,133,3154,Cancelled
TXN-105222,11201,20065,7,0.07,0.08,2025-10-03 08:51:01,Bank Transfer,120,3181,Cancelled
TXN-105223,10915,20235,7,0.12,0.08,2024-05-10 08:51:01,Credit Card,111,3114,Pending
TXN-105224,10601,20094,8,0.19,0.08,2024-05-16 08:51:01,Credit Card,106,3060,Shipped
TXN-105225,12189,20587,2,0.07,0.08,2024-04-02 08:51:01,PayPal,104,3010,Shipped
TXN-105226,11857,20087,10,0.01,0.08,2024-06-02 08:51:01,Bank Transfer,105,3135,Cancelled
TXN-105227,12560,20588,7,0.2,0.08,2024-03-25 08:51:01,PayPal,124,3071,Shipped
TXN-105228,10888,20036,10,0.08,0.08,2024-08-07 08:51:01,Bank Transfer,145,3494,Cancelled
TXN-105229,11654,20527,9,0.1,0.08,2025-06-21 08:51:01,Credit Card,116,3405,Cancelled
TXN-105230,11121,20332,9,0.05,0.08,2025-04-23 08:51:01,PayPal,125,3429,Shipped
TXN-105231,11953,20212,4,0.07,0.08,2026-03-10 08:51:01,Credit Card,114,3373,Completed
TXN-105232,11115,20467,2,0.11,0.08,2025-01-30 08:51:01,Credit Card,115,3145,Shipped
TXN-105233,11499,20253,12,0.19,0.08,2026-02-01 08:51:01,Credit Card,108,3324,Completed
TXN-105234,12428,20295,1,0.23,0.08,2025-11-29 08:51:01,Credit Card,108,3300,Pending
TXN-105235,10549,20052,8,0.2,0.08,2024-10-22 08:51:01,Credit Card,134,3253,Pending
TXN-105236,10400,20310,7,0.1,0.08,2025-01-17 08:51:01,Bank Transfer,115,3230,Completed
TXN-105237,12021,20038,11,0.08,0.08,2024-04-13 08:51:01,Credit Card,140,3337,Cancelled
TXN-105238,10799,20466,12,0.11,0.08,2025-07-02 08:51:01,Credit Card,123,3491,Shipped
TXN-105239,11315,20359,12,0.08,0.08,2025-10-02 08:51:01,Credit Card,109,3348,Pending
TXN-105240,11876,20414,7,0.01,0.08,2024-07-03 08:51:01,PayPal,119,3400,Completed
TXN-105241,12357,20093,11,0.05,0.08,2025-11-30 08:51:01,Bank Transfer,114,3191,Completed
TXN-105242,11510,20103,5,0.03,0.08,2025-03-06 08:51:01,Bank Transfer,119,3029,Completed
TXN-105243,11273,20521,10,0.24,0.08,2025-04-11 08:51:01,PayPal,100,3282,Pending
TXN-105244,11583,20576,6,0.08,0.08,2025-06-15 08:51:01,Bank Transfer,120,3463,Cancelled
TXN-105245,12871,20579,14,0.14,0.08,2024-12-02 08:51:01,PayPal,123,3219,Completed
TXN-105246,10657,20251,5,0.01,0.08,2025-12-27 08:51:01,Bank Transfer,120,3068,Shipped
TXN-105247,12508,20026,15,0.09,0.08,2024-06-14 08:51:01,Credit Card,122,3013,Cancelled
TXN-105248,11763,20168,10,0.22,0.08,2025-06-17 08:51:01,Credit Card,101,3050,Shipped
TXN-105249,10447,20470,3,0.23,0.08,2026-02-05 08:51:01,Bank Transfer,119,3113,Pending
TXN-105250,10712,20191,1,0.16,0.08,2025-10-31 08:51:01,PayPal,105,3344,Pending
TXN-105251,11897,20466,12,0.15,0.08,2025-08-16 08:51:01,PayPal,107,3342,Shipped
TXN-105252,11826,20152,4,0.01,0.08,2024-03-31 08:51:01,PayPal,114,3161,Cancelled
TXN-105253,10407,20217,7,0.22,0.08,2024-10-23 08:51:01,PayPal,129,3130,Cancelled
TXN-105254,12105,20368,4,0.22,0.08,2024-04-20 08:51:01,PayPal,110,3164,Pending
TXN-105255,11011,20326,6,0.19,0.08,2024-06-25 08:51:01,Bank Transfer,121,3061,Pending
TXN-105256,11106,20107,5,0.07,0.08,2026-01-24 08:51:01,PayPal,115,3280,Cancelled
TXN-105257,10520,20293,4,0.0,0.08,2024-09-13 08:51:01,Bank Transfer,118,3285,Cancelled
TXN-105258,12992,20033,7,0.26,0.08,2024-05-24 08:51:01,Credit Card,119,3153,Shipped
TXN-105259,11485,20051,10,0.26,0.08,2025-02-23 08:51:01,Bank Transfer,112,3127,Cancelled
TXN-105260,11359,20497,10,0.2,0.08,2025-12-07 08:51:01,PayPal,122,3490,Completed
TXN-105261,12167,20558,1,0.26,0.08,2025-08-26 08:51:01,Bank Transfer,121,3266,Pending
TXN-105262,11361,20278,6,0.0,0.08,2025-04-26 08:51:01,Bank Transfer,142,3330,Shipped
TXN-105263,12470,20398,6,0.07,0.08,2026-02-01 08:51:01,PayPal,130,3210,Completed
TXN-105264,12491,20566,6,0.28,0.08,2025-02-08 08:51:01,Bank Transfer,115,3465,Pending
TXN-105265,10222,20363,2,0.25,0.08,2025-07-21 08:51:01,PayPal,119,3015,Shipped
TXN-105266,11875,20371,6,0.08,0.08,2024-11-03 08:51:01,Bank Transfer,103,3063,Pending
TXN-105267,10726,20347,1,0.07,0.08,2025-08-26 08:51:01,PayPal,136,3125,Cancelled
TXN-105268,12227,20230,5,0.01,0.08,2025-12-05 08:51:01,Credit Card,101,3137,Pending
TXN-105269,11220,20584,9,0.01,0.08,2024-06-17 08:51:01,Bank Transfer,118,3199,Completed
TXN-105270,11616,20368,4,0.27,0.08,2024-06-09 08:51:01,Bank Transfer,113,3010,Cancelled
TXN-105271,11682,20447,15,0.28,0.08,2025-05-07 08:51:01,Bank Transfer,107,3212,Cancelled
TXN-105272,10220,20382,12,0.1,0.08,2024-12-15 08:51:01,Credit Card,146,3294,Completed
TXN-105273,11068,20367,6,0.19,0.08,2025-09-05 08:51:01,PayPal,111,3412,Shipped
TXN-105274,10790,20082,10,0.3,0.08,2025-08-16 08:51:01,Credit Card,144,3079,Completed
TXN-105275,12942,20047,9,0.04,0.08,2024-04-21 08:51:01,Credit Card,113,3277,Cancelled
TXN-105276,11930,20195,15,0.22,0.08,2024-09-05 08:51:01,Credit Card,102,3484,Cancelled
TXN-105277,12045,20572,10,0.24,0.08,2024-10-08 08:51:01,Credit Card,136,3353,Cancelled
TXN-105278,12260,20463,15,0.0,0.08,2025-01-18 08:51:01,PayPal,127,3260,Pending
TXN-105279,10818,20200,2,0.13,0.08,2026-02-15 08:51:01,Bank Transfer,134,3109,Shipped
TXN-105280,12180,20067,11,0.05,0.08,2025-10-28 08:51:01,PayPal,138,3382,Completed
TXN-105281,10442,20275,1,0.11,0.08,2025-08-28 08:51:01,Bank Transfer,114,3143,Cancelled
TXN-105282,12546,20529,10,0.16,0.08,2024-11-16 08:51:01,Bank Transfer,115,3263,Pending
TXN-105283,11016,20324,14,0.06,0.08,2024-11-07 08:51:01,Credit Card,123,3369,Completed
TXN-105284,10370,20344,13,0.07,0.08,2025-03-08 08:51:01,Bank Transfer,118,3292,Cancelled
TXN-105285,10625,20018,1,0.06,0.08,2025-08-02 08:51:01,Credit Card,110,3005,Completed
TXN-105286,12951,20138,7,0.2,0.08,2025-02-05 08:51:01,Credit Card,107,3251,Shipped
TXN-105287,12078,20363,6,0.21,0.08,2025-03-13 08:51:01,PayPal,103,3176,Completed
TXN-105288,12563,20556,2,0.25,0.08,2024-11-28 08:51:01,Bank Transfer,124,3479,Completed
TXN-105289,11232,20163,7,0.24,0.08,2025-10-30 08:51:01,PayPal,119,3116,Cancelled
TXN-105290,12025,20488,13,0.21,0.08,2025-06-30 08:51:01,Bank Transfer,149,3357,Completed
TXN-105291,10355,20016,9,0.01,0.08,2024-06-12 08:51:01,Credit Card,141,3443,Cancelled
TXN-105292,11128,20105,4,0.28,0.08,2024-05-17 08:51:01,Bank Transfer,130,3132,Pending
TXN-105293,11657,20272,3,0.11,0.08,2024-11-02 08:51:01,PayPal,147,3109,Completed
TXN-105294,11815,20500,13,0.18,0.08,2026-01-08 08:51:01,Credit Card,123,3397,Shipped
TXN-105295,11809,20179,6,0.12,0.08,2025-02-19 08:51:01,Credit Card,113,3254,Shipped
TXN-105296,11054,20196,14,0.09,0.08,2024-08-31 08:51:01,Bank Transfer,104,3316,Completed
TXN-105297,10103,20031,15,0.01,0.08,2025-07-07 08:51:01,Credit Card,101,3467,Completed
TXN-105298,10542,20460,8,0.11,0.08,2026-02-20 08:51:01,PayPal,125,3450,Shipped
TXN-105299,11528,20596,6,0.29,0.08,2024-11-23 08:51:01,Bank Transfer,130,3151,Pending
TXN-105300,10455,20099,3,0.22,0.08,2025-05-06 08:51:01,Bank Transfer,118,3089,Completed
TXN-105301,11982,20179,13,0.15,0.08,2024-06-12 08:51:01,Credit Card,104,3363,Pending
TXN-105302,10225,20294,14,0.14,0.08,2024-08-21 08:51:01,Bank Transfer,105,3103,Cancelled
TXN-105303,11965,20113,7,0.02,0.08,2025-01-17 08:51:01,Bank Transfer,118,3388,Completed
TXN-105304,12592,20156,7,0.26,0.08,2024-04-13 08:51:01,Bank Transfer,144,3415,Shipped
TXN-105305,11849,20315,2,0.09,0.08,2024-05-29 08:51:01,PayPal,100,3302,Cancelled
TXN-105306,10979,20216,4,0.27,0.08,2024-07-11 08:51:01,Bank Transfer,130,3023,Shipped
TXN-105307,12105,20165,12,0.08,0.08,2025-09-27 08:51:01,Bank Transfer,134,3184,Shipped
TXN-105308,12032,20060,5,0.18,0.08,2024-06-16 08:51:01,Bank Transfer,114,3142,Pending
TXN-105309,11252,20399,15,0.06,0.08,2024-05-15 08:51:01,PayPal,124,3133,Cancelled
TXN-105310,11054,20582,7,0.26,0.08,2024-08-16 08:51:01,Credit Card,115,3050,Completed
TXN-105311,10059,20072,13,0.11,0.08,2025-10-02 08:51:01,Bank Transfer,104,3442,Completed
TXN-105312,11438,20598,6,0.28,0.08,2024-09-21 08:51:01,Credit Card,110,3100,Cancelled
TXN-105313,12982,20574,9,0.12,0.08,2026-02-15 08:51:01,Bank Transfer,142,3282,Shipped
TXN-105314,10951,20151,4,0.28,0.08,2025-12-07 08:51:01,Credit Card,115,3336,Pending
TXN-105315,12909,20169,3,0.1,0.08,2025-06-23 08:51:01,Bank Transfer,143,3407,Pending
TXN-105316,11481,20460,1,0.06,0.08,2024-11-25 08:51:01,PayPal,134,3337,Completed
TXN-105317,10229,20088,13,0.2,0.08,2025-10-09 08:51:01,PayPal,130,3027,Cancelled
TXN-105318,10770,20058,9,0.03,0.08,2025-12-30 08:51:01,PayPal,111,3485,Shipped
TXN-105319,11797,20366,8,0.28,0.08,2024-03-25 08:51:01,PayPal,143,3140,Pending
TXN-105320,12662,20125,8,0.23,0.08,2025-07-26 08:51:01,Bank Transfer,112,3002,Completed
TXN-105321,11664,20346,12,0.3,0.08,2024-10-17 08:51:01,PayPal,125,3188,Cancelled
TXN-105322,12173,20092,14,0.11,0.08,2024-08-21 08:51:01,Credit Card,126,3200,Pending
TXN-105323,11375,20095,13,0.13,0.08,2024-08-26 08:51:01,PayPal,116,3078,Completed
TXN-105324,10887,20444,1,0.27,0.08,2024-11-14 08:51:01,Credit Card,119,3480,Cancelled
TXN-105325,10655,20177,14,0.2,0.08,2024-07-07 08:51:01,Bank Transfer,118,3169,Shipped
TXN-105326,10404,20577,7,0.21,0.08,2025-04-30 08:51:01,Credit Card,124,3144,Pending
TXN-105327,10403,20560,11,0.0,0.08,2025-04-13 08:51:01,PayPal,100,3014,Pending
TXN-105328,12975,20230,9,0.22,0.08,2026-03-07 08:51:01,Bank Transfer,142,3309,Pending
TXN-105329,10653,20019,13,0.29,0.08,2024-11-28 08:51:01,Bank Transfer,125,3354,Completed
TXN-105330,12851,20038,14,0.19,0.08,2024-12-01 08:51:01,Bank Transfer,134,3406,Cancelled
TXN-105331,11348,20589,12,0.02,0.08,2025-12-07 08:51:01,Credit Card,135,3452,Cancelled
TXN-105332,10090,20535,8,0.16,0.08,2026-01-01 08:51:01,PayPal,128,3465,Pending
TXN-105333,12842,20598,15,0.2,0.08,2025-01-12 08:51:01,PayPal,104,3216,Pending
TXN-105334,11775,20483,1,0.2,0.08,2024-09-28 08:51:01,PayPal,127,3252,Pending
TXN-105335,10484,20435,9,0.05,0.08,2025-08-26 08:51:01,Bank Transfer,123,3074,Pending
TXN-105336,11917,20306,13,0.02,0.08,2025-04-09 08:51:01,PayPal,144,3042,Pending
TXN-105337,10074,20408,9,0.24,0.08,2024-08-27 08:51:01,PayPal,105,3054,Completed
TXN-105338,10329,20389,11,0.24,0.08,2024-11-04 08:51:01,Bank Transfer,131,3102,Pending
TXN-105339,12094,20056,9,0.23,0.08,2025-11-21 08:51:01,Bank Transfer,116,3314,Cancelled
TXN-105340,11684,20463,6,0.14,0.08,2025-12-08 08:51:01,Bank Transfer,124,3292,Pending
TXN-105341,11189,20024,3,0.06,0.08,2025-08-27 08:51:01,Bank Transfer,118,3493,Shipped
TXN-105342,12811,20394,9,0.06,0.08,2024-05-20 08:51:01,Bank Transfer,124,3300,Pending
TXN-105343,11891,20097,4,0.24,0.08,2024-06-08 08:51:01,Bank Transfer,139,3419,Pending
TXN-105344,11900,20022,1,0.03,0.08,2024-09-06 08:51:01,PayPal,122,3033,Shipped
TXN-105345,10689,20277,15,0.19,0.08,2026-01-16 08:51:01,Credit Card,114,3265,Cancelled
TXN-105346,12195,20193,1,0.06,0.08,2025-11-22 08:51:01,PayPal,146,3238,Cancelled
TXN-105347,10210,20281,1,0.17,0.08,2024-04-04 08:51:01,Credit Card,147,3467,Cancelled
